;codigo_fundo;setor;preco_atual;liquidez_diaria;dividendo;dy;dy_3_acumulado;dy_6_acumulado;dy_12_acumulado;dy_3_media;dy_6_media;dy_12_media;dy_ano;variacao_preco;rentabilidade_periodo;rentabilidade_acumulada;patrimonio_liquido;vpa;p_vpa;dy_patrimonial;variacao_patrimonial;rentabilidade_patrimonial_periodo;rentabilidade_patrimonial_acumulada;vacancia_fisica;vacancia_financeira;quantidade_ativos
246;ERCR11;Híbrido;R$ 88,30;9724.0;R$ 139,45;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 164.681.982,75;R$ 69.310,60;0.0;;;;;;;0
247;ERCR11;Híbrido;R$ 88,24;3488.0;R$ 139,45;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 164.681.982,75;R$ 69.310,60;0.0;;;;;;;0
248;VVPR11;Híbrido;R$ 101,50;2211.0;R$ 0,89;0,88%;2,47%;4,88%;9,73%;0,82%;0,81%;0,81%;6,57%;2,01%;2,91%;15,95%;R$ 226.032.234,18;R$ 98,03;104.0;;;;;0,00%;;6
249;BRCO11;Logística;R$ 100,22;32334.0;R$ 0,70;0,64%;1,92%;4,01%;7,86%;0,64%;0,67%;0,66%;6,56%;0,00%;0,64%;20,18%;R$ 1.760.902.381,70;R$ 119,15;84.0;0,59%;0,07%;0,65%;5,56%;0,00%;0,00%;10
250;BNFS11;Outros;R$ 121,21;393.0;R$ 1,51;1,21%;3,65%;7,30%;13,67%;1,22%;1,22%;1,14%;11,54%;0,00%;1,21%;10,48%;R$ 69.475.822,86;R$ 99,25;122.0;1,53%;0,00%;1,53%;12,03%;0,00%;;18
251;VINO11;Lajes Corporativas;R$ 47,89;21221.0;R$ 0,34;0,68%;2,03%;4,27%;8,90%;0,68%;0,71%;0,74%;7,03%;0,00%;0,68%;3,82%;R$ 896.802.385,02;R$ 54,14;88.0;0,63%;0,47%;1,10%;3,98%;4,20%;;9
252;PQDP11;Shoppings;R$ 2.130,01;45.0;R$ 18,55;0,82%;2,34%;4,49%;8,69%;0,78%;0,75%;0,72%;6,06%;0,00%;0,82%;17,22%;R$ 813.169.973,83;R$ 3.312,13;64.0;0,56%;-0,03%;0,53%;1,13%;3,60%;;1
253;BBFI11B;Lajes Corporativas;R$ 1.910,98;141.0;R$ 26,88;1,41%;4,13%;8,47%;16,31%;1,38%;1,41%;1,36%;13,34%;0,00%;1,41%;-5,07%;R$ 375.984.464,64;R$ 2.892,19;66.0;0,92%;0,23%;1,15%;5,45%;39,11%;;2
254;BBPO11;Lajes Corporativas;R$ 90,85;15908.0;R$ 0,92;0,99%;3,01%;6,34%;12,25%;1,00%;1,06%;1,02%;10,31%;0,00%;0,99%;9,45%;R$ 1.596.823.411,70;R$ 100,30;91.0;0,92%;0,11%;1,03%;14,72%;0,00%;0,00%;64
255;RBLG11;Logística;R$ 98,50;21.0;R$ 0,88;0,89%;2,74%;5,50%;10,84%;0,91%;0,92%;0,90%;7,31%;0,00%;0,89%;16,59%;R$ 64.943.404,61;R$ 101,44;97.0;0,87%;-0,40%;0,46%;2,83%;0,00%;;1
256;BBIM11;Títulos e Val. Mob.;;;R$ 0,45;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 32.188.134,15;R$ 31,10;;1,45%;-0,42%;1,02%;-29,61%;;;0
257;BCIA11;Títulos e Val. Mob.;R$ 86,39;4478.0;R$ 0,76;0,83%;2,47%;5,13%;9,88%;0,82%;0,86%;0,82%;8,34%;0,00%;0,83%;15,16%;R$ 398.766.701,50;R$ 107,22;81.0;0,71%;-1,12%;-0,42%;10,10%;;;0
258;CBOP11;Lajes Corporativas;R$ 56,39;328.0;R$ 0,49;0,87%;2,55%;5,82%;13,82%;0,85%;0,97%;1,15%;8,89%;0,00%;0,87%;-15,33%;R$ 107.059.741,15;R$ 75,66;75.0;0,65%;-0,54%;0,11%;-11,19%;33,59%;30,79%;1
259;GESE11B;Outros;R$ 1.520,00;300.0;R$ 13,69;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 91.931.349,49;R$ 1.767,91;86.0;0,77%;0,02%;0,80%;1,60%;;;0
260;EURO11;Logística;R$ 228,01;307.0;R$ 1,83;0,81%;2,27%;4,68%;9,68%;0,76%;0,78%;0,81%;8,03%;0,00%;0,81%;21,78%;R$ 120.125.755,03;R$ 312,88;73.0;0,58%;0,11%;0,69%;6,02%;0,00%;;6
261;CXRI11;Híbrido;R$ 68,48;566.0;R$ 0,55;0,79%;2,37%;5,12%;9,72%;0,79%;0,85%;0,81%;8,25%;0,00%;0,79%;9,05%;R$ 139.445.989,22;R$ 88,49;77.0;0,62%;-1,25%;-0,64%;10,56%;;;0
262;KNSC11;Títulos e Val. Mob.;R$ 85,25;40352.0;R$ 0,52;0,59%;1,97%;5,56%;13,11%;0,66%;0,93%;1,09%;10,23%;0,00%;0,59%;-1,42%;R$ 1.189.926.884,16;R$ 89,63;95.0;0,58%;0,47%;1,06%;10,30%;;;0
263;RBFF11;Títulos e Val. Mob.;R$ 54,00;4558.0;R$ 0,51;0,92%;2,66%;5,51%;10,85%;0,89%;0,92%;0,90%;9,12%;0,00%;0,92%;9,90%;R$ 252.391.278,97;R$ 67,32;80.0;0,76%;-0,80%;-0,04%;11,09%;;;0
264;FIGS11;Shoppings;R$ 51,32;7711.0;R$ 0,38;0,70%;2,01%;4,34%;8,38%;0,67%;0,72%;0,70%;7,10%;0,00%;0,70%;5,80%;R$ 284.391.063,45;R$ 99,79;51.0;0,38%;0,18%;0,56%;3,98%;13,70%;;2
265;GGRC11;Logística;R$ 116,50;10832.0;R$ 1,08;0,88%;2,47%;5,00%;9,67%;0,82%;0,83%;0,81%;8,20%;0,00%;0,88%;14,01%;R$ 967.982.208,71;R$ 124,77;93.0;0,87%;-0,17%;0,70%;1,38%;0,00%;0,00%;20
266;SDIL11;Logística;R$ 92,53;13336.0;R$ 0,79;0,83%;2,43%;4,99%;10,11%;0,81%;0,83%;0,84%;8,39%;0,00%;0,83%;19,71%;R$ 630.195.155,94;R$ 98,54;94.0;0,80%;-0,17%;0,63%;9,19%;2,60%;;5
267;PQAG11;Logística;R$ 54,85;96.0;R$ 0,44;0,81%;2,31%;4,49%;8,53%;0,77%;0,75%;0,71%;7,25%;0,00%;0,81%;3,69%;R$ 801.554.848,10;R$ 57,29;96.0;0,77%;-0,02%;0,75%;8,24%;0,00%;;1
268;VCJR11;Títulos e Val. Mob.;R$ 93,00;13623.0;R$ 0,25;0,27%;1,20%;5,34%;13,46%;0,40%;0,89%;1,12%;10,38%;0,00%;0,27%;5,21%;R$ 1.407.639.723,83;R$ 95,60;97.0;0,26%;1,20%;1,47%;12,68%;;;0
269;WPLZ11;Shoppings;R$ 79,48;10.0;R$ 0,50;0,63%;1,91%;3,55%;6,20%;0,64%;0,59%;0,52%;5,13%;0,00%;0,63%;17,37%;R$ 105.068.856,59;R$ 102,93;77.0;0,49%;0,03%;0,52%;4,02%;11,00%;;1
270;HGCR11;Títulos e Val. Mob.;R$ 102,38;22862.0;R$ 1,20;1,19%;3,53%;7,02%;13,30%;1,18%;1,17%;1,11%;12,12%;0,00%;1,19%;2,89%;R$ 1.493.415.204,57;R$ 101,82;101.0;1,18%;-0,16%;1,02%;10,71%;;;0
271;HGPO11;Lajes Corporativas;R$ 258,00;483.0;R$ 1,60;0,62%;1,85%;3,49%;6,72%;0,62%;0,58%;0,56%;5,56%;0,00%;0,62%;4,95%;R$ 469.653.081,85;R$ 267,91;96.0;0,60%;-0,05%;0,54%;4,81%;4,99%;2,72%;2
272;HGRU11;Híbrido;R$ 122,00;26739.0;R$ 0,82;0,65%;1,95%;4,61%;8,72%;0,65%;0,77%;0,73%;8,08%;0,00%;0,65%;25,03%;R$ 2.194.855.088,36;R$ 119,24;102.0;0,69%;0,29%;0,98%;7,07%;0,00%;0,00%;17
273;HSML11;Shoppings;R$ 85,27;31195.0;R$ 0,68;0,76%;2,26%;4,70%;9,06%;0,75%;0,78%;0,76%;7,68%;0,00%;0,76%;26,52%;R$ 1.539.577.351,43;R$ 97,56;87.0;0,70%;-0,52%;0,17%;3,74%;4,50%;;6
274;EDFO11B;Lajes Corporativas;R$ 202,90;5.0;R$ 1,82;0,92%;2,62%;5,06%;9,31%;0,87%;0,84%;0,78%;7,83%;0,00%;0,92%;-0,43%;R$ 45.317.043,18;R$ 192,02;106.0;0,92%;-0,97%;-0,06%;6,02%;7,10%;;1
275;XPCI11;Outros;R$ 83,20;39325.0;R$ 0,67;0,77%;2,78%;6,27%;12,97%;0,93%;1,05%;1,08%;10,95%;0,00%;0,77%;-0,18%;R$ 831.081.437,44;R$ 95,51;87.0;0,70%;-1,59%;-0,89%;11,61%;;;0
276;PORD11;Títulos e Val. Mob.;R$ 90,20;10297.0;R$ 0,90;0,95%;3,29%;7,80%;15,70%;1,10%;1,30%;1,31%;14,58%;0,00%;0,95%;16,29%;R$ 365.159.647,16;R$ 97,94;92.0;1,12%;-0,05%;1,07%;7,60%;;;0
277;BLMO11;Lajes Corporativas;R$ 20.000,00;40.0;R$ 26,02;0,13%;0,45%;0,70%;0,00%;0,15%;0,12%;0,00%;0,86%;0,00%;0,13%;-22,41%;R$ 111.755.359,35;R$ 29.432,54;68.0;0,11%;-0,08%;0,04%;12,89%;0,00%;;1
278;MXRF11;Híbrido;R$ 10,10;548285.0;R$ 0,10;0,98%;3,02%;6,39%;12,26%;1,01%;1,07%;1,02%;10,56%;0,00%;0,98%;24,62%;R$ 2.305.298.861,59;R$ 10,20;99.0;1,03%;0,58%;1,61%;4,89%;;;0
279;KNCA11;Títulos e Val. Mob.;R$ 106,18;7806.0;R$ 1,45;1,33%;3,98%;7,61%;0,00%;1,33%;1,27%;0,00%;10,83%;0,00%;1,33%;9,90%;R$ 827.704.658,59;R$ 102,19;104.0;1,42%;0,07%;1,49%;11,27%;;;0
280;KISU11;Títulos e Val. Mob.;R$ 8,30;123058.0;R$ 0,08;0,90%;2,65%;5,85%;10,86%;0,88%;0,97%;0,90%;9,20%;0,00%;0,90%;12,14%;R$ 414.610.309,11;R$ 9,38;88.0;0,80%;-0,19%;0,60%;7,15%;;;0
281;SARE11;Híbrido;R$ 69,40;19179.0;R$ 0,64;0,83%;2,49%;5,29%;10,66%;0,83%;0,88%;0,89%;8,73%;0,00%;0,83%;16,29%;R$ 902.700.885,02;R$ 97,75;71.0;0,65%;-0,29%;0,36%;5,13%;6,20%;;3
282;CXCO11;Lajes Corporativas;R$ 74,24;1586.0;R$ 0,72;0,94%;2,77%;5,66%;10,82%;0,92%;0,94%;0,90%;9,11%;0,00%;0,94%;3,64%;R$ 379.014.241,70;R$ 96,58;77.0;0,75%;0,04%;0,79%;7,99%;;;0
283;XPSF11;Outros;R$ 7,16;155486.0;R$ 0,08;1,02%;2,97%;5,90%;11,35%;0,99%;0,98%;0,95%;9,52%;0,00%;1,02%;-89,51%;R$ 387.866.121,99;R$ 8,96;80.0;0,85%;0,01%;0,86%;-89,08%;;;0
284;HREC11;Títulos e Val. Mob.;R$ 89,91;564.0;R$ 0,90;1,00%;2,70%;6,60%;12,57%;0,90%;1,10%;1,05%;10,47%;0,00%;1,00%;4,23%;R$ 470.810.658,96;R$ 91,30;98.0;0,99%;0,09%;1,08%;10,70%;;;0
285;VCRI11;;R$ 9,09;17184.0;R$ 0,12;1,33%;3,98%;8,82%;0,00%;1,33%;1,47%;0,00%;8,82%;0,00%;1,33%;3,97%;R$ 172.325.473,01;R$ 9,70;94.0;1,24%;0,14%;1,38%;1,78%;;;0
286;HGFF11;Títulos e Val. Mob.;R$ 76,40;4233.0;R$ 0,65;0,80%;2,41%;5,04%;9,89%;0,80%;0,84%;0,82%;8,29%;0,00%;0,80%;15,60%;R$ 264.976.875,42;R$ 92,53;83.0;0,70%;-0,12%;0,58%;9,82%;;;0
287;AIEC11;Lajes Corporativas;R$ 72,00;6180.0;R$ 0,74;1,00%;2,90%;5,82%;11,66%;0,97%;0,97%;0,97%;9,95%;0,00%;1,00%;4,22%;R$ 493.650.132,26;R$ 102,31;70.0;0,72%;0,89%;1,62%;8,34%;0,00%;;2
288;RMAI11;Lajes Corporativas;R$ 48,00;2001.0;R$ 0,26;0,58%;1,77%;4,06%;7,28%;0,59%;0,68%;0,61%;7,28%;0,00%;0,58%;20,97%;R$ 264.169.959,37;R$ 108,10;44.0;0,24%;0,01%;0,25%;1,96%;23,44%;;1
289;CYCR11;Títulos e Val. Mob.;R$ 8,36;80222.0;R$ 0,10;1,19%;3,45%;6,95%;0,00%;1,15%;1,16%;0,00%;11,75%;0,00%;1,19%;-90,61%;R$ 156.316.239,66;R$ 95,73;9.0;0,10%;0,01%;0,11%;6,79%;;;0
290;MXRF11;Híbrido;R$ 10,10;548285.0;R$ 0,11;1,02%;3,07%;6,44%;12,30%;1,02%;1,07%;1,03%;10,60%;0,49%;1,52%;25,29%;R$ 2.305.298.861,59;R$ 10,20;99.0;1,03%;0,58%;1,61%;4,89%;;;0
291;RCRB11;Lajes Corporativas;R$ 129,83;1720.0;R$ 0,76;0,56%;1,56%;3,27%;6,15%;0,52%;0,55%;0,51%;5,47%;-8,17%;-7,66%;23,80%;R$ 727.486.756,01;R$ 197,11;66.0;0,39%;-0,02%;0,36%;3,62%;28,40%;;10
292;ONEF11;Lajes Corporativas;R$ 170,00;82.0;R$ 0,92;0,54%;1,62%;3,35%;6,90%;0,54%;0,56%;0,57%;6,35%;-0,87%;-0,34%;40,71%;R$ 159.401.959,93;R$ 174,97;97.0;0,53%;0,02%;0,55%;4,88%;0,00%;;1
293;MBRF11;Outros;R$ 679,00;438.0;R$ 10,00;1,47%;4,42%;9,59%;17,77%;1,47%;1,60%;1,48%;16,27%;0,00%;1,47%;15,18%;R$ 115.491.134,72;R$ 1.136,01;60.0;0,88%;-0,17%;0,71%;10,03%;0,00%;;2
294;DCRA11;;R$ 9,14;86258.0;R$ 0,11;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
295;LSAG11;;R$ 113,86;297.0;R$ 1,85;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
296;ERPA11;;R$ 125,00;930.0;R$ 0,68;0,55%;1,65%;2,08%;0,00%;0,55%;0,35%;0,00%;2,32%;0,00%;0,55%;2,46%;R$ 58.206.319,32;R$ 116,20;108.0;0,58%;0,00%;0,59%;3,14%;;;0
297;FGAA11;;R$ 9,93;139059.0;R$ 0,16;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
298;FLMA11;Híbrido;R$ 123,98;616.0;R$ 0,95;0,76%;2,11%;4,34%;7,88%;0,70%;0,72%;0,66%;6,84%;-5,26%;-4,54%;13,59%;R$ 217.020.899,00;R$ 157,19;79.0;0,60%;0,02%;0,62%;5,75%;11,00%;;2
299;BLMR11;Títulos e Val. Mob.;R$ 7,02;61259.0;R$ 0,08;0,99%;2,96%;6,10%;12,02%;0,99%;1,02%;1,00%;10,08%;0,27%;1,26%;4,33%;R$ 215.896.183,24;R$ 8,45;83.0;0,89%;-0,42%;0,47%;8,31%;;;0
300;BREV11;Híbrido;R$ 120,00;1.0;R$ 0,77;0,64%;1,79%;3,61%;7,12%;0,60%;0,60%;0,59%;5,96%;13,70%;14,43%;33,36%;R$ 106.685.234,41;R$ 110,30;109.0;0,70%;-0,14%;0,56%;6,00%;0,00%;;12
301;SCPF11;Shoppings;R$ 5,63;309.0;R$ 0,01;0,23%;0,67%;1,68%;3,44%;0,22%;0,28%;0,29%;2,84%;0,99%;1,22%;-20,94%;R$ 52.805.152,64;R$ 12,57;45.0;0,11%;0,17%;0,28%;2,11%;29,30%;;1
302;VCRA11;Títulos e Valores Mobiliários;R$ 106,00;2231.0;R$ 1,50;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 201.093.976,91;R$ 102,38;104.0;1,47%;0,00%;1,47%;1,47%;;;0
303;AGRX11;;R$ 10,24;2726.0;R$ 0,10;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
304;HGAG11;;R$ 103,58;1.0;R$ 0,55;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
305;OIAG11;;R$ 10,19;964.0;R$ 0,14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
306;PLCA11;;R$ 92,57;1215.0;R$ 1,07;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
307;RURA11;;R$ 10,22;185289.0;R$ 0,14;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
308;DRIT11B;Lajes Corporativas;R$ 99,99;16.0;R$ 0,67;0,74%;2,15%;3,68%;0,00%;0,72%;0,61%;0,00%;3,40%;-5,27%;-4,57%;-2,01%;R$ 58.325.173,79;R$ 125,90;79.0;0,53%;-0,21%;0,32%;2,03%;10,47%;;6
309;GCRA11;Híbrido;R$ 99,74;1222.0;R$ 1,20;1,20%;3,59%;7,78%;0,00%;1,20%;1,30%;0,00%;11,73%;0,49%;1,70%;7,71%;R$ 171.582.258,95;R$ 98,00;102.0;1,22%;0,11%;1,33%;12,74%;;;0
310;BIME11;;R$ 7,95;3209.0;R$ 0,04;0,47%;2,74%;7,67%;0,00%;0,91%;1,28%;0,00%;12,61%;-6,00%;-5,56%;-0,94%;R$ 53.134.954,35;R$ 9,09;87.0;0,88%;-0,68%;0,20%;5,92%;;;0
311;FISC11;Lajes Corporativas;R$ 165,00;200.0;R$ 0,24;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 197.266.687,70;R$ 116,04;142.0;0,21%;0,11%;0,31%;0,82%;;;0
312;FATN11;Híbrido;R$ 94,29;116.0;R$ 0,90;0,95%;2,76%;5,37%;10,04%;0,92%;0,90%;0,84%;8,55%;-0,68%;0,26%;0,63%;R$ 112.503.382,16;R$ 101,03;93.0;0,89%;-0,09%;0,80%;5,78%;4,30%;;7
313;NCHB11;Títulos e Val. Mob.;R$ 91,22;3746.0;R$ 1,25;1,32%;4,12%;8,60%;15,06%;1,37%;1,43%;1,25%;12,91%;0,69%;2,02%;9,35%;R$ 145.949.652,56;R$ 91,11;100.0;1,43%;0,21%;1,64%;1,71%;;;0
314;SNAG11;;R$ 100,04;16277.0;R$ 1,20;1,18%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;2,37%;0,39%;1,57%;2,78%;R$ 151.912.404,87;R$ 101,27;99.0;1,18%;0,24%;1,43%;3,27%;;;0
315;JRDM11;Shoppings;R$ 82,00;722.0;R$ 0,47;0,57%;2,05%;3,78%;8,34%;0,68%;0,63%;0,70%;4,95%;0,00%;0,57%;21,94%;R$ 220.495.677,46;R$ 87,40;94.0;0,54%;0,03%;0,57%;3,44%;2,77%;;1
316;RBRL11;Logística;R$ 84,10;4521.0;R$ 0,65;0,73%;2,11%;4,41%;9,05%;0,70%;0,74%;0,75%;7,24%;-3,97%;-3,27%;4,85%;R$ 717.273.399,80;R$ 107,26;78.0;0,61%;-0,15%;0,45%;6,83%;0,00%;0,00%;6
317;CVBI11;Títulos e Val. Mob.;R$ 90,00;39841.0;R$ 0,66;0,73%;2,25%;6,05%;13,02%;0,75%;1,01%;1,09%;10,82%;-0,87%;-0,15%;-0,54%;R$ 1.042.724.455,64;R$ 94,71;95.0;0,70%;0,89%;1,59%;5,56%;;;0
318;BRCR11;Híbrido;R$ 59,50;35600.0;R$ 0,47;0,71%;2,19%;4,42%;8,70%;0,73%;0,74%;0,72%;5,86%;0,00%;0,71%;9,51%;R$ 2.674.906.709,91;R$ 100,42;59.0;0,47%;-0,54%;-0,07%;-2,53%;21,00%;25,80%;15
319;BMLC11;Lajes Corporativas;R$ 106,70;647.0;R$ 0,78;0,74%;2,21%;4,53%;9,15%;0,74%;0,75%;0,76%;7,32%;4,07%;4,84%;24,31%;R$ 109.009.776,98;R$ 109,18;98.0;0,67%;-0,05%;0,62%;2,58%;7,00%;;2
320;SEQR11;Outros;R$ 63,69;2470.0;R$ 0,67;1,00%;3,01%;6,08%;11,43%;1,00%;1,01%;0,95%;9,73%;1,15%;2,16%;1,65%;R$ 154.515.912,65;R$ 96,06;66.0;0,69%;0,09%;0,78%;6,92%;0,00%;;0
321;DVFF11;Híbrido;R$ 72,07;1311.0;R$ 0,70;0,95%;2,83%;6,19%;11,55%;0,94%;1,03%;0,96%;9,86%;-1,65%;-0,72%;-7,38%;R$ 105.011.501,59;R$ 95,38;76.0;0,73%;-0,30%;0,43%;12,27%;;;0
322;RECR11;Títulos e Val. Mob.;R$ 85,26;59367.0;R$ 0,44;0,50%;2,01%;5,90%;13,61%;0,67%;0,98%;1,13%;10,96%;-1,80%;-1,31%;-3,59%;R$ 2.520.729.187,28;R$ 95,33;89.0;0,46%;-0,03%;0,43%;11,86%;;;0
323;HCTR11;Outros;R$ 98,42;79606.0;R$ 1,10;1,09%;3,17%;7,14%;14,96%;1,06%;1,19%;1,25%;12,39%;-1,66%;-0,59%;-8,77%;R$ 2.684.538.725,13;R$ 121,56;81.0;0,90%;-0,08%;0,83%;15,96%;;;0
324;RECT11;Híbrido;R$ 55,87;13175.0;R$ 0,50;0,87%;2,48%;5,05%;9,71%;0,83%;0,84%;0,81%;8,10%;-5,69%;-4,87%;-10,62%;R$ 815.391.397,88;R$ 95,44;59.0;0,53%;0,00%;0,52%;2,96%;15,10%;;8
325;BTCR11;Títulos e Val. Mob.;R$ 87,80;7866.0;R$ 0,90;1,00%;2,93%;6,64%;13,56%;0,98%;1,11%;1,13%;11,59%;-6,19%;-5,26%;9,82%;R$ 455.338.035,52;R$ 94,66;93.0;0,95%;-0,24%;0,71%;2,98%;;;0
326;CEOC11;Lajes Corporativas;R$ 57,01;414.0;R$ 0,50;0,84%;2,48%;4,95%;9,79%;0,83%;0,83%;0,82%;8,23%;-1,96%;-1,13%;12,49%;R$ 163.105.846,62;R$ 89,83;63.0;0,56%;-0,08%;0,47%;2,62%;0,00%;;1
327;BLCA11;Lajes Corporativas;R$ 89,90;1.0;R$ 0,56;0,62%;1,79%;3,34%;0,00%;0,60%;0,56%;0,00%;4,37%;0,00%;0,62%;-2,48%;R$ 143.272.831,76;R$ 89,55;100.0;0,63%;0,51%;1,14%;-12,73%;0,00%;;1
328;TORD11;Outros;R$ 7,82;53220.0;R$ 0,07;0,88%;3,67%;6,54%;11,30%;1,22%;1,09%;0,94%;8,89%;-2,08%;-1,22%;-16,18%;R$ 495.931.112,91;R$ 14,15;55.0;0,49%;0,35%;0,85%;12,76%;;;0
329;MGFF11;Títulos e Val. Mob.;R$ 60,25;40385.0;R$ 0,53;0,82%;2,48%;5,26%;10,57%;0,83%;0,88%;0,88%;8,93%;-1,40%;-0,59%;12,25%;R$ 698.300.597,86;R$ 77,16;78.0;0,69%;-0,92%;-0,24%;2,59%;;;0
330;BLMG11;Logística;R$ 76,09;5497.0;R$ 0,80;0,95%;2,79%;5,83%;11,37%;0,93%;0,97%;0,95%;9,46%;-6,10%;-5,21%;-1,92%;R$ 357.215.100,57;R$ 93,74;81.0;0,85%;1,39%;2,26%;0,20%;0,00%;0,00%;4
331;CPFF11;Híbrido;R$ 71,77;32279.0;R$ 0,62;0,83%;2,46%;5,07%;10,16%;0,82%;0,85%;0,85%;8,64%;-1,17%;-0,36%;14,32%;R$ 440.345.280,92;R$ 80,80;89.0;0,77%;-0,83%;-0,07%;8,68%;;;0
332;BCFF11;Títulos e Val. Mob.;R$ 67,98;36393.0;R$ 0,56;0,81%;2,38%;4,99%;9,62%;0,79%;0,83%;0,80%;8,14%;-1,13%;-0,33%;4,36%;R$ 1.972.331.202,27;R$ 78,31;87.0;0,72%;-0,10%;0,61%;3,46%;;;0
333;FLCR11;Títulos e Val. Mob.;R$ 92,33;428.0;R$ 0,75;0,81%;2,63%;7,22%;15,98%;0,88%;1,20%;1,33%;12,68%;-1,38%;-0,59%;5,57%;R$ 62.818.707,63;R$ 99,15;93.0;0,76%;-0,45%;0,30%;7,69%;;;0
334;GTLG11;;R$ 37,00;300.0;R$ 0,70;0,71%;2,13%;4,23%;8,44%;0,71%;0,71%;0,70%;7,04%;-0,01%;0,70%;6,72%;R$ 672.598.968,17;R$ 93,77;39.0;0,75%;0,35%;1,10%;3,05%;;;0
335;GTLG11;;R$ 37,00;100.0;R$ 0,70;0,71%;2,13%;4,23%;8,44%;0,71%;0,71%;0,70%;7,04%;-0,01%;0,70%;6,72%;R$ 672.598.968,17;R$ 93,77;39.0;0,75%;0,35%;1,10%;3,05%;;;0
336;VSLH11;Outros;R$ 8,98;70198.0;R$ 0,12;1,33%;3,74%;7,29%;14,35%;1,25%;1,21%;1,20%;12,06%;-0,66%;0,66%;4,29%;R$ 314.291.044,87;R$ 10,52;85.0;1,14%;0,23%;1,37%;18,55%;;;0
337;FAED11;Outros;R$ 152,02;658.0;R$ 1,54;0,99%;2,99%;6,29%;11,82%;1,00%;1,05%;0,99%;10,21%;-1,87%;-0,90%;19,00%;R$ 138.819.579,88;R$ 216,17;70.0;0,71%;0,00%;0,71%;4,21%;0,00%;;3
338;CXCI11;;R$ 80,00;1972.0;R$ 0,83;1,04%;3,02%;6,11%;0,00%;1,01%;1,02%;0,00%;6,91%;-3,42%;-2,41%;-2,61%;R$ 203.060.610,96;R$ 98,68;81.0;0,84%;-0,19%;0,65%;6,37%;;;0
339;RELG11;Híbrido;R$ 74,00;947.0;R$ 0,29;0,38%;2,23%;5,95%;12,00%;0,74%;0,99%;1,00%;9,86%;-7,03%;-6,68%;4,73%;R$ 158.725.074,41;R$ 118,93;62.0;0,24%;0,07%;0,31%;4,26%;10,40%;10,40%;3
340;MAXR11;Outros;R$ 77,20;863.0;R$ 0,65;0,81%;2,47%;5,07%;9,37%;0,82%;0,85%;0,78%;6,18%;0,00%;0,81%;13,22%;R$ 135.256.102,97;R$ 120,16;64.0;0,54%;-0,04%;0,50%;3,71%;2,80%;;8
341;DEVA11;Títulos e Val. Mob.;R$ 84,45;36620.0;R$ 0,56;0,63%;2,26%;6,53%;14,36%;0,75%;1,09%;1,20%;11,64%;-2,12%;-1,50%;-3,84%;R$ 1.407.302.585,03;R$ 101,20;83.0;0,55%;0,99%;1,55%;17,52%;;;0
342;RBRP11;Outros;R$ 53,00;22122.0;R$ 0,28;0,51%;2,05%;4,37%;8,41%;0,68%;0,73%;0,70%;7,15%;-1,84%;-1,34%;-15,89%;R$ 1.012.880.854,80;R$ 83,16;64.0;0,34%;-0,37%;-0,03%;5,06%;13,00%;6,00%;17
343;RVBI11;Títulos e Val. Mob.;R$ 73,60;2440.0;R$ 0,75;0,97%;2,86%;5,82%;11,41%;0,95%;0,97%;0,95%;9,60%;-0,69%;0,27%;5,06%;R$ 124.351.592,68;R$ 86,36;85.0;0,87%;-0,59%;0,28%;7,26%;;;0
344;MGLG11;Logística;R$ 39,70;1096.0;R$ 0,32;0,78%;1,95%;5,59%;11,78%;0,65%;0,93%;0,98%;10,24%;-2,37%;-1,61%;-15,88%;R$ 73.776.321,74;R$ 39,07;102.0;0,82%;-0,05%;0,77%;-48,64%;0,00%;;3
